id,sentiment,positive,negative,neutral
20551,Negative,0,1,2
20552,Neutral,0,0,1
20553,Neutral,0,0,1
20554,Negative,0,1,1
20555,Neutral,0,0,3
20556,Neutral,0,0,1
20557,Positive,1,0,2
20558,Positive,1,0,0
20559,Negative,0,1,1
20560,Mixed,2,1,1
20561,Neutral,0,0,1
20562,Mixed,1,1,1
20563,Neutral,0,0,2
20564,Neutral,0,0,1
20565,Positive,1,0,0
20566,Negative,0,1,2
20567,Neutral,0,0,3
20568,Negative,0,1,3
20569,Neutral,0,0,1
20570,Neutral,0,0,4
20571,Neutral,0,0,4
20572,Negative,0,1,3
20573,Negative,0,1,0
20574,Neutral,0,0,6
20575,Negative,0,1,2
20576,Neutral,0,0,4
20577,Neutral,0,0,4
20578,Neutral,0,0,1
20579,Positive,1,0,4
20580,Neutral,0,0,4
20581,Neutral,0,0,6
20582,Negative,0,1,3
20583,Neutral,0,0,4
20584,Neutral,0,0,4
20585,Neutral,0,0,4
20586,Neutral,0,0,4
20587,Neutral,0,0,3
20588,Negative,0,1,1
20589,Positive,1,0,0
20590,Neutral,0,0,1
20591,Neutral,0,0,1
20592,Neutral,0,0,1
20593,Neutral,0,0,1
20594,Neutral,0,0,1
20595,Neutral,0,0,1
20596,Neutral,0,0,1
20597,Neutral,0,0,1
20598,Neutral,0,0,1
20599,Neutral,0,0,1
20600,Neutral,0,0,1
20601,Negative,0,1,0
20602,Negative,0,1,1
20603,Negative,0,1,2
20604,Positive,1,0,0
20605,Neutral,0,0,2
20606,Positive,1,0,2
20607,Neutral,0,0,2
20608,Neutral,0,0,1
20609,Neutral,0,0,4
20610,Neutral,0,0,1
20611,Neutral,0,0,2
20612,Neutral,0,0,1
20613,Neutral,0,0,1
20614,Neutral,0,0,1
20615,Neutral,0,0,1
20616,Neutral,0,0,1
20617,Neutral,0,0,1
20618,Neutral,0,0,1
20619,Negative,0,2,2
20620,Negative,0,3,2
20621,Neutral,0,0,2
20622,Positive,2,0,1
20623,Neutral,0,0,1
20624,Neutral,0,0,1
20625,Neutral,0,0,1
20626,Neutral,0,0,1
20627,Positive,2,0,1
20628,Mixed,1,1,0
20629,Positive,2,0,1
20630,Neutral,0,0,3
20631,Neutral,0,0,1
20632,Neutral,0,0,1
20633,Neutral,0,0,1
20634,Mixed,1,1,2
20635,Positive,1,0,0
20636,Positive,1,0,2
20637,Neutral,0,0,1
20638,Negative,0,1,0
20639,Negative,0,1,0
20640,Negative,0,1,0
20641,Negative,0,3,0
20642,Positive,1,0,0
20643,Neutral,0,0,1
20644,Negative,0,2,0
20645,Positive,1,0,1
20646,Positive,1,0,1
20647,Neutral,0,0,1
20648,Negative,0,2,1
20649,Positive,1,0,2
20650,Neutral,0,0,3
20651,Positive,1,0,0
20652,Positive,1,0,2
20653,Positive,1,0,0
20654,Positive,1,0,0
20655,Neutral,0,0,2
20656,Negative,0,1,0
20657,Negative,0,1,4
20658,Negative,0,2,0
20659,Neutral,0,0,1
20660,Mixed,1,1,2
20661,Negative,0,1,2
20662,Neutral,0,0,3
20663,Positive,2,0,2
20664,Negative,0,1,0
20665,Positive,1,0,2
20666,Neutral,0,0,2
20667,Neutral,0,0,2
20668,Negative,0,1,1
20669,Neutral,0,0,1
20670,Positive,1,0,0
20671,Neutral,0,0,2
20672,Negative,0,1,2
20673,Negative,0,1,2
20674,Neutral,0,0,1
20675,Neutral,0,0,3
20676,Neutral,0,0,1
20677,Negative,0,1,0
20678,Negative,0,1,0
20679,Neutral,0,0,1
20680,Negative,0,1,0
20681,Neutral,0,0,1
20682,Negative,0,1,1
20683,Neutral,0,0,1
20684,Positive,1,0,0
20685,Neutral,0,0,1
20686,Positive,1,0,1
20687,Negative,0,1,0
20688,Positive,1,0,0
20689,Positive,1,0,1
20690,Positive,2,0,1
20691,Positive,1,0,0
20692,Negative,0,1,0
20693,Neutral,0,0,1
20694,Negative,0,1,2
20695,Neutral,0,0,2
20696,Neutral,0,0,3
20697,Negative,0,1,0
20698,Negative,0,1,0
20699,Positive,1,0,1
20700,Negative,0,1,0
20701,Negative,0,1,1
20702,Positive,1,0,1
20703,Negative,0,1,2
20704,Neutral,0,0,1
20705,Neutral,0,0,1
20706,Negative,0,1,0
20707,Positive,1,0,0
20708,Neutral,0,0,2
20709,Negative,0,2,0
20710,Positive,3,0,0
20711,Negative,0,1,1
20712,Neutral,0,0,1
20713,Neutral,0,0,1
20714,Negative,0,1,1
20715,Positive,2,0,0
20716,Neutral,0,0,1
20717,Mixed,1,1,0
20718,Negative,0,1,0
20719,Negative,0,1,1
20720,Positive,1,0,0
20721,Positive,1,0,1
20722,Positive,2,0,0
20723,Negative,0,1,1
20724,Neutral,0,0,1
20725,Neutral,0,0,2
20726,Positive,2,0,0
20727,Positive,3,0,3
20728,Neutral,0,0,2
20729,Positive,1,0,1
20730,Neutral,0,0,2
20731,Mixed,1,1,0
20732,Positive,1,0,4
20733,Positive,1,0,0
20734,Negative,0,3,3
20735,Neutral,0,0,2
20736,Positive,1,0,1
20737,Mixed,1,1,1
20738,Neutral,0,0,1
20739,Negative,0,1,2
20740,Neutral,0,0,1
20741,Negative,0,1,0
20742,Neutral,0,0,1
20743,Mixed,1,1,1
20744,Neutral,0,0,1
20745,Neutral,0,0,1
20746,Positive,2,0,2
20747,Positive,1,0,0
20748,Negative,0,2,0
20749,Mixed,1,1,0
20750,Positive,1,0,1
20751,Neutral,0,0,1
20752,Positive,1,0,1
20753,Negative,0,1,1
20754,Positive,1,0,2
20755,Negative,0,2,2
20756,Neutral,0,0,2
20757,Negative,0,1,1
20758,Negative,0,1,1
20759,Neutral,0,0,1
20760,Negative,0,2,2
20761,Neutral,0,0,2
20762,Negative,0,1,0
20763,Mixed,2,1,1
20764,Positive,1,0,0
20765,Mixed,1,2,5
20766,Negative,0,1,1
20767,Mixed,2,1,5
20768,Negative,0,1,0
20769,Positive,1,0,1
20770,Positive,1,0,1
20771,Neutral,0,0,1
20772,Negative,0,1,0
20773,Negative,0,1,0
20774,Positive,3,0,0
20775,Positive,1,0,3
20776,Neutral,0,0,1
20777,Mixed,1,1,0
20778,Neutral,0,0,1
20779,Neutral,0,0,1
20780,Neutral,0,0,1
20781,Positive,1,0,0
20782,Neutral,0,0,1
20783,Neutral,0,0,1
20784,Neutral,0,0,1
20785,Neutral,0,0,1
20786,Neutral,0,0,1
20787,Neutral,0,0,1
20788,Neutral,0,0,1
20789,Neutral,0,0,1
20790,Neutral,0,0,1
20791,Neutral,0,0,1
20792,Mixed,1,1,2
20793,Neutral,0,0,1
20794,Negative,0,1,1
20795,Neutral,0,0,1
20796,Neutral,0,0,1
20797,Negative,0,1,4
20798,Positive,2,0,0
20799,Neutral,0,0,1
20800,Negative,0,1,0
20801,Neutral,0,0,1
20802,Neutral,0,0,1
20803,Neutral,0,0,1
20804,Neutral,0,0,1
20805,Mixed,1,1,2
20806,Positive,1,0,1
20807,Negative,0,1,0
20808,Negative,0,1,1
20809,Neutral,0,0,1
20810,Neutral,0,0,1
20811,Neutral,0,0,1
20812,Neutral,0,0,1
20813,Neutral,0,0,1
20814,Negative,0,1,1
20815,Mixed,1,1,0
20816,Neutral,0,0,1
20817,Neutral,0,0,2
20818,Positive,1,0,2
20819,Neutral,0,0,2
20820,Neutral,0,0,2
20821,Negative,0,1,0
20822,Mixed,1,1,1
20823,Neutral,0,0,1
20824,Mixed,1,1,0
20825,Positive,1,0,0
20826,Mixed,1,1,0
20827,Negative,0,1,0
20828,Neutral,0,0,3
20829,Neutral,0,0,2
20830,Neutral,0,0,2
20831,Positive,1,0,0
20832,Negative,0,2,2
20833,Positive,2,0,0
20834,Positive,1,0,1
20835,Neutral,0,0,2
20836,Negative,0,1,1
20837,Mixed,1,1,3
20838,Positive,1,0,2
20839,Neutral,0,0,4
20840,Neutral,0,0,1
20841,Negative,0,2,1
20842,Negative,0,1,6
20843,Mixed,1,1,1
20844,Negative,0,1,0
20845,Negative,0,1,3
20846,Positive,1,0,3
20847,Neutral,0,0,2
20848,Positive,1,0,2
20849,Negative,0,2,0
20850,Neutral,0,0,1
20851,Neutral,0,0,1
20852,Neutral,0,0,2
20853,Neutral,0,0,1
20854,Neutral,0,0,1
20855,Negative,0,3,1
20856,Positive,1,0,1
20857,Neutral,0,0,1
20858,Neutral,0,0,1
20859,Neutral,0,0,1
20860,Neutral,0,0,1
20861,Neutral,0,0,1
20862,Neutral,0,0,1
20863,Neutral,0,0,1
20864,Neutral,0,0,1
20865,Neutral,0,0,1
20866,Neutral,0,0,1
20867,Negative,0,2,4
20868,Negative,0,2,0
20869,Mixed,1,1,1
20870,Negative,0,1,0
20871,Neutral,0,0,1
20872,Neutral,0,0,1
20873,Neutral,0,0,2
20874,Negative,0,1,0
20875,Positive,2,0,0
20876,Negative,0,1,0
20877,Negative,0,1,0
20878,Neutral,0,0,1
20879,Neutral,0,0,1
20880,Negative,0,2,4
20881,Neutral,0,0,3
20882,Neutral,0,0,1
20883,Positive,2,0,1
20884,Neutral,0,0,1
20885,Neutral,0,0,1
20886,Positive,1,0,0
20887,Negative,0,1,1
20888,Neutral,0,0,1
20889,Neutral,0,0,1
20890,Positive,2,0,4
20891,Neutral,0,0,1
20892,Positive,1,0,0
20893,Negative,0,1,0
20894,Neutral,0,0,2
20895,Neutral,0,0,1
20896,Neutral,0,0,5
20897,Neutral,0,0,1
20898,Mixed,1,1,0
20899,Neutral,0,0,2
20900,Mixed,1,1,1
20901,Mixed,1,1,0
20902,Mixed,2,1,0
20903,Negative,0,1,10
20904,Negative,0,1,1
20905,Positive,1,0,1
20906,Negative,0,2,0
20907,Neutral,0,0,1
20908,Positive,3,0,0
20909,Mixed,1,1,0
20910,Positive,1,0,1
20911,Neutral,0,0,1
20912,Neutral,0,0,1
20913,Positive,2,0,0
20914,Neutral,0,0,1
20915,Negative,0,1,1
20916,Negative,0,1,3
20917,Neutral,0,0,1
20918,Neutral,0,0,1
20919,Neutral,0,0,1
20920,Neutral,0,0,1
20921,Neutral,0,0,1
20922,Neutral,0,0,1
20923,Neutral,0,0,1
20924,Neutral,0,0,1
20925,Negative,0,2,4
20926,Mixed,1,1,0
20927,Negative,0,1,0
20928,Neutral,0,0,1
20929,Negative,0,1,0
20930,Neutral,0,0,1
20931,Neutral,0,0,2
20932,Positive,2,0,1
20933,Neutral,0,0,1
20934,Positive,1,0,1
20935,Negative,0,1,1
20936,Positive,1,0,0
20937,Positive,1,0,1
20938,Positive,1,0,0
20939,Neutral,0,0,1
20940,Neutral,0,0,3
20941,Neutral,0,0,1
20942,Neutral,0,0,2
20943,Positive,1,0,1
20944,Negative,0,1,0
20945,Negative,0,2,1
20946,Neutral,0,0,1
20947,Mixed,1,1,0
20948,Positive,2,0,2
20949,Positive,1,0,1
20950,Neutral,0,0,1
20951,Neutral,0,0,1
20952,Mixed,1,1,1
20953,Positive,1,0,3
20954,Neutral,0,0,1
20955,Neutral,0,0,1
20956,Neutral,0,0,7
20957,Positive,2,0,1
20958,Neutral,0,0,1
20959,Neutral,0,0,1
20960,Neutral,0,0,1
20961,Neutral,0,0,1
20962,Negative,0,1,1
20963,Neutral,0,0,1
20964,Positive,1,0,3
20965,Neutral,0,0,1
20966,Neutral,0,0,1
20967,Neutral,0,0,1
20968,Neutral,0,0,1
20969,Neutral,0,0,1
20970,Positive,1,0,0
20971,Positive,1,0,2
20972,Neutral,0,0,1
20973,Neutral,0,0,1
20974,Positive,1,0,1
20975,Mixed,2,1,0
20976,Negative,0,1,1
20977,Neutral,0,0,2
20978,Mixed,1,2,0
20979,Neutral,0,0,1
20980,Neutral,0,0,3
20981,Positive,1,0,2
20982,Positive,1,0,2
20983,Mixed,2,1,3
20984,Neutral,0,0,1
20985,Neutral,0,0,1
20986,Neutral,0,0,1
20987,Negative,0,1,1
20988,Negative,0,2,2
20989,Negative,0,1,1
20990,Neutral,0,0,1
20991,Negative,0,1,0
20992,Neutral,0,0,2
20993,Positive,1,0,2
20994,Neutral,0,0,1
20995,Negative,0,1,0
20996,Positive,1,0,1
20997,Neutral,0,0,1
20998,Neutral,0,0,1
20999,Neutral,0,0,1
21000,Neutral,0,0,1
21001,Neutral,0,0,1
21002,Neutral,0,0,1
21003,Mixed,1,1,0
21004,Negative,0,2,1
21005,Negative,0,1,0
21006,Neutral,0,0,1
21007,Neutral,0,0,1
21008,Negative,0,1,0
21009,Neutral,0,0,1
21010,Neutral,0,0,4
21011,Neutral,0,0,1
21012,Neutral,0,0,1
21013,Neutral,0,0,1
21014,Neutral,0,0,1
21015,Neutral,0,0,1
21016,Neutral,0,0,1
21017,Neutral,0,0,5
21018,Positive,1,0,0
21019,Positive,1,0,3
21020,Neutral,0,0,2
21021,Neutral,0,0,1
21022,Neutral,0,0,1
21023,Neutral,0,0,1
21024,Neutral,0,0,5
21025,Negative,0,1,0
21026,Neutral,0,0,1
21027,Neutral,0,0,1
21028,Positive,1,0,0
21029,Mixed,1,1,0
21030,Positive,1,0,1
21031,Mixed,1,1,1
21032,Mixed,2,1,2
21033,Negative,0,1,1
21034,Neutral,0,0,1
21035,Neutral,0,0,1
21036,Neutral,0,0,2
21037,Positive,1,0,1
21038,Neutral,0,0,2
21039,Neutral,0,0,1
21040,Positive,1,0,1
21041,Negative,0,2,2
21042,Neutral,0,0,1
21043,Neutral,0,0,2
21044,Negative,0,1,0
21045,Mixed,1,1,0
21046,Positive,1,0,5
21047,Positive,1,0,5
21048,Positive,1,0,0
21049,Neutral,0,0,1
21050,Positive,3,0,1
21051,Positive,2,0,1
21052,Neutral,0,0,1
21053,Negative,0,2,0
21054,Mixed,1,1,3
21055,Positive,1,0,0
21056,Positive,1,0,5
21057,Negative,0,1,1
21058,Neutral,0,0,1
21059,Positive,1,0,0
21060,Neutral,0,0,1
21061,Negative,0,1,1
21062,Neutral,0,0,1
21063,Neutral,0,0,1
21064,Negative,0,2,2
21065,Positive,1,0,1
21066,Mixed,1,1,4
21067,Neutral,0,0,3
21068,Negative,0,1,0
21069,Neutral,0,0,1
21070,Neutral,0,0,2
21071,Neutral,0,0,2
21072,Negative,0,1,0
21073,Neutral,0,0,4
21074,Neutral,0,0,4
21075,Neutral,0,0,1
21076,Neutral,0,0,1
21077,Positive,1,0,1
21078,Negative,0,1,2
21079,Neutral,0,0,1
21080,Mixed,1,1,2
21081,Negative,0,1,1
21082,Neutral,0,0,1
21083,Negative,0,1,0
21084,Positive,2,0,2
21085,Positive,1,0,1
21086,Neutral,0,0,1
21087,Negative,0,1,0
21088,Neutral,0,0,4
21089,Neutral,0,0,1
21090,Neutral,0,0,1
21091,Positive,1,0,0
21092,Neutral,0,0,1
21093,Negative,0,1,0
21094,Neutral,0,0,1
21095,Neutral,0,0,2
21096,Positive,2,0,1
21097,Neutral,0,0,1
21098,Neutral,0,0,2
21099,Negative,0,1,0
21100,Neutral,0,0,1
21101,Neutral,0,0,1
21102,Neutral,0,0,1
21103,Positive,1,0,2
21104,Positive,1,0,1
21105,Negative,0,1,0
21106,Neutral,0,0,1
21107,Positive,1,0,0
21108,Neutral,0,0,1
21109,Neutral,0,0,1
21110,Negative,0,1,0
21111,Negative,0,1,1
21112,Negative,0,2,1
21113,Positive,1,0,2
21114,Positive,1,0,1
21115,Negative,0,1,0
21116,Neutral,0,0,1
21117,Neutral,0,0,1
21118,Negative,0,1,3
21119,Neutral,0,0,1
21120,Negative,0,1,2
21121,Neutral,0,0,1
21122,Positive,1,0,1
21123,Neutral,0,0,1
21124,Negative,0,1,0
21125,Positive,1,0,1
21126,Negative,0,1,1
21127,Negative,0,1,3
21128,Negative,0,2,4
21129,Positive,3,0,0
21130,Negative,0,1,0
21131,Neutral,0,0,1
21132,Neutral,0,0,1
21133,Neutral,0,0,2
21134,Negative,0,1,1
21135,Positive,1,0,1
21136,Negative,0,1,2
21137,Positive,5,0,2
21138,Neutral,0,0,1
21139,Positive,1,0,0
21140,Neutral,0,0,1
21141,Mixed,2,1,0
21142,Neutral,0,0,1
21143,Neutral,0,0,2
21144,Neutral,0,0,1
21145,Neutral,0,0,1
21146,Neutral,0,0,1
21147,Neutral,0,0,1
21148,Neutral,0,0,1
21149,Neutral,0,0,1
21150,Neutral,0,0,1
21151,Neutral,0,0,1
21152,Neutral,0,0,1
21153,Positive,1,0,1
21154,Positive,1,0,0
21155,Neutral,0,0,1
21156,Neutral,0,0,1
21157,Neutral,0,0,1
21158,Positive,1,0,0
21159,Neutral,0,0,1
21160,Negative,0,1,0
21161,Negative,0,1,0
21162,Positive,2,0,2
21163,Positive,1,0,1
21164,Positive,1,0,1
21165,Positive,1,0,0
21166,Positive,1,0,1
21167,Neutral,0,0,1
21168,Negative,0,1,0
21169,Neutral,0,0,3
21170,Negative,0,2,1
21171,Negative,0,1,0
21172,Mixed,1,1,2
21173,Negative,0,1,0
21174,Positive,1,0,0
21175,Neutral,0,0,1
21176,Neutral,0,0,3
21177,Positive,1,0,1
21178,Negative,0,1,3
21179,Mixed,1,1,4
21180,Mixed,2,1,0
21181,Neutral,0,0,1
21182,Negative,0,1,1
21183,Neutral,0,0,1
21184,Positive,1,0,2
21185,Negative,0,1,0
21186,Negative,0,1,5
21187,Mixed,2,2,2
21188,Neutral,0,0,1
21189,Positive,1,0,2
21190,Neutral,0,0,1
21191,Neutral,0,0,6
21192,Neutral,0,0,1
21193,Positive,1,0,3
21194,Negative,0,3,0
21195,Mixed,1,1,0
21196,Neutral,0,0,1
21197,Positive,1,0,2
21198,Neutral,0,0,1
21199,Negative,0,1,1
21200,Neutral,0,0,1
21201,Neutral,0,0,1
21202,Positive,2,0,1
21203,Negative,0,1,2
21204,Positive,2,0,3
21205,Mixed,1,1,4
21206,Mixed,2,1,0
21207,Neutral,0,0,2
21208,Positive,1,0,0
21209,Negative,0,1,0
21210,Neutral,0,0,1
21211,Neutral,0,0,1
21212,Mixed,1,1,0
21213,Positive,1,0,2
21214,Neutral,0,0,1
21215,Negative,0,1,0
21216,Negative,0,1,0
21217,Neutral,0,0,1
21218,Neutral,0,0,1
21219,Positive,1,0,2
21220,Neutral,0,0,1
21221,Neutral,0,0,1
21222,Neutral,0,0,1
21223,Neutral,0,0,1
21224,Neutral,0,0,1
21225,Neutral,0,0,1
21226,Negative,0,1,1
21227,Negative,0,1,1
21228,Positive,1,0,2
21229,Negative,0,1,2
21230,Positive,1,0,2
21231,Mixed,1,1,5
21232,Mixed,3,1,6
21233,Negative,0,1,2
21234,Positive,1,0,2
21235,Mixed,1,1,1
21236,Positive,1,0,2
21237,Positive,3,0,1
21238,Positive,1,0,0
21239,Negative,0,1,0
21240,Negative,0,2,0
21241,Positive,1,0,1
21242,Negative,0,1,1
21243,Neutral,0,0,1
21244,Positive,2,0,3
21245,Neutral,0,0,2
21246,Negative,0,1,0
21247,Neutral,0,0,1
21248,Mixed,1,2,2
21249,Mixed,1,3,1
21250,Neutral,0,0,1
21251,Mixed,1,1,1
21252,Neutral,0,0,1
21253,Negative,0,1,0
21254,Negative,0,1,0
21255,Negative,0,1,3
21256,Neutral,0,0,1
21257,Positive,1,0,0
21258,Negative,0,1,0
21259,Negative,0,1,0
21260,Neutral,0,0,2
21261,Positive,1,0,1
21262,Positive,1,0,2
21263,Negative,0,1,1
21264,Positive,1,0,0
21265,Positive,2,0,1
21266,Mixed,1,1,3
21267,Mixed,1,1,2
21268,Positive,1,0,1
21269,Negative,0,1,0
21270,Positive,1,0,2
21271,Negative,0,1,1
21272,Positive,1,0,1
21273,Neutral,0,0,1
21274,Mixed,1,1,0
21275,Neutral,0,0,1
21276,Negative,0,2,1
21277,Neutral,0,0,1
21278,Neutral,0,0,1
21279,Negative,0,1,0
21280,Mixed,1,2,1
21281,Positive,2,0,0
21282,Neutral,0,0,1
21283,Neutral,0,0,2
21284,Positive,1,0,2
21285,Neutral,0,0,1
21286,Positive,1,0,1
21287,Negative,0,1,0
21288,Positive,1,0,0
21289,Negative,0,1,0
21290,Mixed,1,1,1
21291,Negative,0,1,0
21292,Negative,0,1,2
21293,Mixed,2,1,1
21294,Negative,0,1,2
21295,Negative,0,1,2
21296,Positive,1,0,0
21297,Positive,1,0,0
21298,Negative,0,1,1
21299,Negative,0,1,2
21300,Positive,1,0,1
21301,Negative,0,2,0
21302,Neutral,0,0,6
21303,Neutral,0,0,2
21304,Positive,1,0,2
21305,Negative,0,1,0
21306,Positive,2,0,0
21307,Positive,1,0,2
21308,Positive,1,0,0
21309,Neutral,0,0,1
21310,Positive,1,0,1
21311,Mixed,1,2,2
21312,Neutral,0,0,1
21313,Mixed,1,1,1
21314,Neutral,0,0,1
21315,Negative,0,1,4
21316,Negative,0,1,0
21317,Neutral,0,0,2
21318,Positive,1,0,0
21319,Neutral,0,0,1
21320,Neutral,0,0,1
21321,Neutral,0,0,1
21322,Positive,1,0,0
21323,Positive,1,0,0
21324,Neutral,0,0,2
21325,Negative,0,1,0
21326,Mixed,1,1,0
21327,Neutral,0,0,1
21328,Positive,1,0,1
21329,Positive,1,0,0
21330,Negative,0,1,1
21331,Neutral,0,0,1
21332,Neutral,0,0,2
21333,Neutral,0,0,2
21334,Neutral,0,0,2
21335,Negative,0,1,0
21336,Positive,1,0,1
21337,Negative,0,1,0
21338,Negative,0,1,0
21339,Negative,0,1,0
21340,Neutral,0,0,1
21341,Positive,1,0,0
21342,Neutral,0,0,4
21343,Negative,0,1,2
21344,Neutral,0,0,1
21345,Positive,2,0,3
21346,Neutral,0,0,2
21347,Positive,1,0,2
21348,Neutral,0,0,1
21349,Neutral,0,0,2
21350,Neutral,0,0,1
21351,Negative,0,1,0
21352,Positive,2,0,1
21353,Neutral,0,0,1
21354,Negative,0,1,5
21355,Positive,1,0,0
21356,Positive,1,0,3
21357,Mixed,1,1,1
21358,Neutral,0,0,1
21359,Neutral,0,0,1
21360,Negative,0,1,3
21361,Negative,0,1,2
21362,Neutral,0,0,1
21363,Negative,0,1,3
21364,Negative,0,1,0
21365,Mixed,1,2,0
21366,Mixed,2,1,1
21367,Neutral,0,0,1
21368,Mixed,1,1,0
21369,Negative,0,1,2
21370,Positive,1,0,1
21371,Neutral,0,0,1
21372,Neutral,0,0,2
21373,Positive,1,0,0
21374,Positive,1,0,2
21375,Neutral,0,0,1
21376,Neutral,0,0,1
21377,Neutral,0,0,1
21378,Negative,0,1,0
21379,Negative,0,1,1
21380,Positive,1,0,1
21381,Negative,0,1,3
21382,Positive,2,0,0
21383,Positive,2,0,0
21384,Negative,0,2,1
21385,Neutral,0,0,2
21386,Neutral,0,0,2
21387,Negative,0,1,0
21388,Neutral,0,0,2
21389,Neutral,0,0,2
21390,Negative,0,1,1
21391,Neutral,0,0,5
21392,Neutral,0,0,1
21393,Negative,0,3,1
21394,Positive,1,0,0
21395,Neutral,0,0,1
21396,Neutral,0,0,1
21397,Negative,0,1,0
21398,Neutral,0,0,1
21399,Positive,1,0,0
21400,Negative,0,1,0
21401,Negative,0,2,2
21402,Positive,1,0,0
21403,Positive,1,0,0
21404,Neutral,0,0,1
21405,Neutral,0,0,1
21406,Negative,0,1,0
21407,Neutral,0,0,1
21408,Neutral,0,0,3
21409,Positive,1,0,1
21410,Positive,1,0,4
21411,Neutral,0,0,1
21412,Positive,4,0,1
21413,Neutral,0,0,1
21414,Negative,0,1,2
21415,Neutral,0,0,1
21416,Neutral,0,0,1
21417,Neutral,0,0,1
21418,Neutral,0,0,1
21419,Negative,0,1,0
21420,Neutral,0,0,3
21421,Neutral,0,0,1
21422,Neutral,0,0,1
21423,Neutral,0,0,1
21424,Neutral,0,0,1
21425,Neutral,0,0,1
21426,Neutral,0,0,1
21427,Neutral,0,0,1
21428,Neutral,0,0,1
21429,Neutral,0,0,1
21430,Neutral,0,0,1
21431,Neutral,0,0,1
21432,Neutral,0,0,1
21433,Neutral,0,0,1
21434,Neutral,0,0,1
21435,Neutral,0,0,1
21436,Neutral,0,0,1
21437,Neutral,0,0,1
21438,Negative,0,1,0
21439,Neutral,0,0,1
21440,Neutral,0,0,1
21441,Mixed,2,1,0
21442,Neutral,0,0,2
21443,Mixed,1,1,1
21444,Positive,1,0,3
21445,Neutral,0,0,1
21446,Neutral,0,0,1
21447,Neutral,0,0,1
21448,Positive,1,0,2
21449,Neutral,0,0,1
21450,Neutral,0,0,1
21451,Neutral,0,0,1
21452,Neutral,0,0,2
21453,Neutral,0,0,3
21454,Neutral,0,0,2
21455,Neutral,0,0,1
21456,Negative,0,1,0
21457,Positive,1,0,0
21458,Neutral,0,0,1
21459,Negative,0,1,0
21460,Negative,0,1,0
21461,Positive,1,0,1
21462,Negative,0,1,0
21463,Positive,1,0,0
21464,Positive,2,0,0
21465,Positive,3,0,4
21466,Negative,0,1,0
21467,Neutral,0,0,1
21468,Positive,1,0,3
21469,Neutral,0,0,1
21470,Neutral,0,0,1
21471,Negative,0,1,1
21472,Neutral,0,0,1
21473,Neutral,0,0,1
21474,Neutral,0,0,1
21475,Neutral,0,0,1
21476,Neutral,0,0,1
21477,Neutral,0,0,1
21478,Neutral,0,0,1
21479,Neutral,0,0,1
21480,Neutral,0,0,1
21481,Negative,0,1,0
21482,Neutral,0,0,1
21483,Negative,0,2,2
21484,Negative,0,1,3
21485,Neutral,0,0,1
21486,Neutral,0,0,1
21487,Neutral,0,0,1
21488,Neutral,0,0,1
21489,Neutral,0,0,1
21490,Neutral,0,0,1
21491,Neutral,0,0,1
21492,Positive,1,0,0
21493,Mixed,2,1,0
21494,Neutral,0,0,1
21495,Neutral,0,0,1
21496,Neutral,0,0,1
21497,Negative,0,1,3
21498,Positive,1,0,2
21499,Positive,1,0,1
21500,Positive,2,0,2
21501,Neutral,0,0,1
21502,Neutral,0,0,1
21503,Neutral,0,0,1
21504,Neutral,0,0,1
21505,Neutral,0,0,1
21506,Neutral,0,0,1
21507,Neutral,0,0,1
21508,Neutral,0,0,1
21509,Neutral,0,0,1
21510,Negative,0,1,2
21511,Neutral,0,0,1
21512,Neutral,0,0,1
21513,Negative,0,4,10
21514,Neutral,0,0,1
21515,Neutral,0,0,1
21516,Negative,0,1,0
21517,Neutral,0,0,1
21518,Neutral,0,0,2
21519,Positive,3,0,1
21520,Neutral,0,0,1
21521,Mixed,2,1,1
21522,Positive,1,0,0
21523,Positive,1,0,0
21524,Neutral,0,0,2
21525,Positive,1,0,0
21526,Neutral,0,0,1
21527,Mixed,1,1,2
21528,Negative,0,1,4
21529,Mixed,1,1,4
21530,Mixed,2,1,1
21531,Negative,0,1,2
21532,Neutral,0,0,1
21533,Neutral,0,0,1
21534,Positive,1,0,1
21535,Negative,0,2,0
21536,Neutral,0,0,2
21537,Negative,0,1,0
21538,Neutral,0,0,1
21539,Neutral,0,0,1
21540,Neutral,0,0,1
21541,Neutral,0,0,2
21542,Positive,1,0,0
21543,Positive,1,0,1
21544,Positive,1,0,1
21545,Negative,0,1,0
21546,Neutral,0,0,1
21547,Positive,1,0,0
21548,Negative,0,1,0
21549,Neutral,0,0,1
21550,Neutral,0,0,1
21551,Positive,1,0,0
21552,Mixed,2,1,0
21553,Neutral,0,0,1
21554,Neutral,0,0,1
21555,Positive,3,0,0
21556,Neutral,0,0,2
21557,Neutral,0,0,1
21558,Neutral,0,0,1
21559,Negative,0,1,0
21560,Negative,0,1,0
21561,Negative,0,1,0
21562,Positive,1,0,0
21563,Neutral,0,0,1
21564,Neutral,0,0,1
21565,Negative,0,1,0
21566,Neutral,0,0,1
21567,Neutral,0,0,4
21568,Neutral,0,0,1
21569,Mixed,1,2,0
21570,Neutral,0,0,1
21571,Neutral,0,0,1
21572,Neutral,0,0,1
21573,Negative,0,1,2
21574,Neutral,0,0,1
21575,Negative,0,1,0
21576,Neutral,0,0,1
21577,Neutral,0,0,1
21578,Neutral,0,0,1
21579,Positive,1,0,2
21580,Neutral,0,0,1
21581,Neutral,0,0,1
